date, pm25, pm10, o3, no2, so2, co
2018/9/30, 168, , , , , 
2018/4/1, 141, , 21, 19, 4, 13
2018/4/2, 158, , 24, 27, 5, 21
2018/4/3, 144, , 24, 33, 6, 32
2018/4/4, 157, , 21, 25, 4, 20
2018/4/5, 131, , 19, 20, 4, 17
2018/4/6, 150, , 21, 18, 14, 23
2018/4/7, 127, , 21, 18, 2, 13
2018/4/8, 102, , 24, 23, 16, 28
2018/4/9, 150, , 20, 29, 16, 41
2018/4/10, 123, , 18, 31, 6, 22
2018/4/11, 130, , 17, 29, 8, 26
2018/4/12, 96, , 27, 35, 13, 24
2018/4/13, 132, , 31, 35, 17, 35
2018/4/14, 125, , 22, 45, 18, 49
2018/4/15, 154, , 28, 40, 12, 42
2018/4/16, 137, , 25, 37, 6, 32
2018/4/17, 146, , 24, 36, 9, 26
2018/4/18, 119, , 18, 39, 19, 48
2018/4/19, 146, , 16, 40, 6, 42
2018/4/20, 158, , 13, 25, 9, 28
2018/4/21, 117, , 18, 25, 3, 24
2018/4/22, 118, , 19, 36, 8, 29
2018/4/23, 118, , 21, 42, 11, 35
2018/4/24, 134, , 20, 49, 12, 63
2018/4/25, 158, , 16, 45, 5, 35
2018/4/26, 146, , 20, 20, 7, 14
2018/4/27, 148, , 22, 19, 4, 14
2018/4/28, 149, , 20, 27, 4, 21
2018/4/29, 153, , 20, 17, 3, 11
2018/4/30, 128, , 20, 15, 3, 9
2018/5/1, 115, , 19, 16, 3, 17
2018/5/2, 127, , 17, 17, 2, 12
2018/5/3, 88, , 33, 18, 6, 27
2018/5/4, 111, , 17, 31, 5, 31
2018/5/5, 158, , 22, 23, 3, 18
2018/5/6, 150, , 19, 34, 5, 28
2018/5/7, 145, , 16, 35, 5, 22
2018/5/8, 142, , 18, 18, 3, 12
2018/5/9, 118, , 21, 26, 4, 19
2018/5/10, 117, , 23, 38, 9, 28
2018/5/11, 172, , 23, 21, 4, 14
2018/5/12, 167, , 21, 14, 3, 8
2018/5/13, 148, , 31, 15, 3, 8
2018/5/14, 104, , 33, 22, 3, 15
2018/5/15, 130, , 21, 25, 3, 18
2018/5/16, 147, , 19, 26, 4, 15
2018/5/17, 160, , 30, 21, 3, 14
2018/5/18, 163, , 22, 22, 3, 16
2018/5/19, 165, , 25, 26, 4, 15
2018/5/20, 168, , 26, 32, 8, 20
2018/5/21, 183, , 19, 48, 20, 60
2018/5/22, 160, , 22, 36, 5, 22
2018/5/23, 179, , 16, 23, 3, 11
2018/5/24, 178, , 21, 39, 4, 20
2018/5/25, 120, , 23, 44, 15, 32
2018/5/26, 185, , 29, 27, 4, 15
2018/5/27, 169, , 34, 21, 5, 13
2018/5/28, 171, , 21, 17, 11, 22
2018/5/29, 156, , 18, 16, 3, 11
2018/5/30, 147, , 19, 15, 3, 10
2018/5/31, 158, , 19, 18, 2, 8
2018/6/1, 116, , 20, 18, 3, 10
2018/6/2, 134, , 21, 17, 3, 10
2018/6/3, 148, , 29, 18, 3, 13
2018/6/4, 152, , 22, 16, 3, 11
2018/6/5, 156, , 17, 15, 3, 12
2018/6/6, 155, , 19, 17, 4, 11
2018/6/7, 154, , 19, 14, 3, 10
2018/6/8, 142, , 31, 14, 3, 11
2018/6/9, 141, , 19, 14, 3, 11
2018/6/10, 118, , 20, 21, 5, 16
2018/6/11, 135, , 13, 24, 8, 16
2018/6/12, 153, , 17, 21, 5, 11
2018/6/13, 138, , 9, 35, 5, 29
2018/6/14, 156, , 10, 24, 11, 17
2018/6/15, 152, , 11, 23, 12, 18
2018/6/16, 143, , 13, 17, 8, 10
2018/6/17, 149, , 14, 21, 6, 23
2018/6/18, 151, , 17, 25, 4, 24
2018/6/19, 139, , 17, 31, 5, 29
2018/6/20, 155, , 18, 32, 11, 35
2018/6/21, 149, , 19, 25, 4, 20
2018/6/22, 158, , 21, 27, 5, 19
2018/6/23, 134, , 19, 22, 4, 19
2018/6/24, 134, , 18, 23, 9, 18
2018/6/25, 146, , 21, 16, 4, 12
2018/6/26, 120, , 18, 15, 3, 12
2018/6/27, 100, , 15, 15, 3, 9
2018/6/28, 79, , 11, 16, 10, 7
2018/6/29, 100, , 9, 18, 6, 14
2018/6/30, 99, , 6, 21, 5, 17
2018/1/1, 278, , 12, 27, 2, 21
2018/1/2, 277, , 8, 42, 2, 38
2018/1/3, 296, , 11, 37, 3, 41
2018/1/4, 384, , 8, 37, 7, 37
2018/1/5, 326, , 9, 46, 19, 65
2018/1/6, 335, , 11, 63, 6, 63
2018/1/7, 346, , 16, 51, 18, 53
2018/1/8, 303, , 11, 40, 12, 56
2018/1/9, 353, , 17, 50, 18, 56
2018/1/10, 370, , 28, 46, 5, 60
2018/1/11, 365, , 21, 44, 7, 45
2018/1/12, 371, , 28, 45, 13, 75
2018/1/13, 402, , 14, 62, 9, 82
2018/1/14, 411, , 13, 52, 5, 37
2018/1/15, 260, , 36, 46, 13, 34
2018/1/16, 264, , 27, 44, 3, 30
2018/1/17, 290, , 16, 45, 7, 50
2018/1/18, 327, , 12, 60, 8, 48
2018/1/19, 314, , 12, 53, 15, 34
2018/1/20, 231, , 16, 46, 5, 25
2018/1/21, 241, , 15, 55, 5, 43
2018/1/22, 306, , 13, 49, 4, 37
2018/1/23, 264, , 13, 31, 3, 17
2018/1/24, 190, , 10, 31, 4, 20
2018/1/25, 248, , 14, 39, 6, 32
2018/1/26, 285, , 12, 38, 4, 33
2018/1/27, 278, , 15, 49, 5, 34
2018/1/28, 301, , 13, 49, 7, 36
2018/1/29, 296, , 12, 35, 4, 21
2018/1/30, 198, , 15, 29, 3, 15
2018/1/31, 165, , 15, 34, 3, 18
2018/2/1, 165, , 13, 46, 9, 35
2018/2/2, 195, , 13, 57, 5, 36
2018/2/3, 212, , 15, 33, 3, 17
2018/2/4, 169, , 18, 35, 4, 19
2018/2/5, 183, , 16, 32, 4, 17
2018/2/6, 182, , 17, 27, 5, 15
2018/2/7, 179, , 17, 35, 5, 17
2018/2/8, 166, , 19, 36, 4, 18
2018/2/9, 165, , 16, 45, 5, 30
2018/2/10, 161, , 12, 51, 7, 32
2018/2/11, 204, , 13, 21, 2, 10
2018/2/12, 168, , 20, 19, 2, 10
2018/2/13, 155, , 19, 21, 2, 14
2018/2/14, 130, , 22, 27, 2, 12
2018/2/15, 145, , 18, 30, 4, 16
2018/2/16, 162, , 20, 36, 5, 20
2018/2/17, 167, , 19, 43, 6, 24
2018/2/18, 171, , 19, 40, 4, 19
2018/2/19, 160, , 22, 48, 11, 37
2018/2/20, 199, , 17, 65, 9, 59
2018/2/21, 214, , 15, 59, 7, 41
2018/2/22, 191, , 16, 45, 5, 33
2018/2/23, 177, , 16, 31, 5, 20
2018/2/24, 162, , 14, 30, 4, 24
2018/2/25, 180, , 11, 22, 3, 14
2018/2/26, 136, , 15, 27, 5, 18
2018/2/27, 145, , 15, 30, 5, 25
2018/2/28, 161, , 14, 38, 5, 33
2018/3/1, 159, , 15, 26, 4, 33
2018/3/2, 212, , 15, 15, 4, 23
2018/3/3, 155, , 7, 27, 4, 35
2018/3/4, 175, , 11, 25, 3, 19
2018/3/5, 109, , 17, 21, 3, 12
2018/3/6, 127, , 19, 26, 4, 18
2018/3/7, 132, , 22, 29, 5, 18
2018/3/8, 143, , 18, 31, 8, 20
2018/3/9, 164, , 15, 36, 8, 24
2018/3/10, 144, , 15, 28, 8, 21
2018/3/11, 139, , 16, 34, 14, 23
2018/3/12, 149, , 16, 38, 20, 36
2018/3/13, 160, , 16, 39, 6, 29
2018/3/14, 163, , 14, 30, 5, 18
2018/3/15, 149, , 16, 22, 4, 15
2018/3/16, 138, , 15, 28, 8, 17
2018/3/17, 139, , 18, 25, 4, 17
2018/3/18, 123, , 21, 35, 12, 24
2018/3/19, 163, , 17, 31, 11, 26
2018/3/20, 148, , 16, 37, 13, 31
2018/3/21, 188, , 17, 26, 5, 15
2018/3/22, 148, , 16, 25, 4, 14
2018/3/23, 139, , 19, 23, 4, 13
2018/3/24, 137, , 19, 24, 3, 14
2018/3/25, 125, , 19, 27, 4, 18
2018/3/26, 131, , 19, 32, 10, 23
2018/3/27, 145, , 19, 41, 9, 40
2018/3/28, 150, , 19, 33, 8, 28
2018/3/29, 139, , 20, 33, 7, 18
2018/3/30, 149, , 23, 15, 3, 8
2018/3/31, 117, , 22, 15, 2, 9
2017/10/1, 217, , 14, 26, 1, 29
2017/10/2, 193, , 15, 26, 3, 32
2017/10/3, 200, , 9, 20, 1, 20
2017/10/4, 165, , 9, 21, 1, 20
2017/10/5, 151, , 9, 23, 9, 38
2017/10/6, 157, , 12, 31, 1, 26
2017/10/7, 182, , 11, 24, 1, 19
2017/10/8, 172, , 12, 20, 7, 13
2017/10/9, 155, , 12, 23, 8, 23
2017/10/10, 161, , 26, 19, 4, 36
2017/10/11, 162, , 11, 19, 1, 28
2017/10/12, 184, , 10, 33, 3, 38
2017/10/13, 209, , 13, 36, 5, 43
2017/10/14, 246, , 9, 32, 4, 39
2017/10/15, 220, , 7, 37, 6, 64
2017/10/16, 302, , 9, 47, 4, 43
2017/10/17, 294, , 28, 61, 5, 30
2017/10/18, 275, , 10, 33, 5, 20
2017/10/19, 230, , 6, 25, 2, 13
2017/10/20, 228, , 7, 31, 2, 22
2017/10/21, 199, , 12, 33, 3, 37
2017/10/22, 279, , 7, 31, 2, 28
2017/10/23, 217, , 6, 47, 2, 36
2017/10/24, 259, , 9, 51, 6, 46
2017/10/25, 349, , 9, 40, 2, 34
2017/10/26, 365, , 10, 36, 2, 38
2017/10/27, 381, , 11, 36, 2, 34
2017/10/28, 417, , 11, 30, 1, 24
2017/10/29, 205, , 2, 42, 1, 57
2017/10/30, 366, , 5, 29, 1, 30
2017/10/31, 217, , 9, 30, 1, 24
2017/11/1, 234, , 9, 38, 1, 26
2017/11/2, 234, , 7, 30, 1, 23
2017/11/3, 210, , 7, 30, 1, 24
2017/11/4, 281, , 9, 29, 1, 34
2017/11/5, 231, , 7, 40, 1, 41
2017/11/6, 205, , 3, 40, 2, 36
2017/11/7, 277, , 6, 49, 13, 62
2017/11/8, 351, , 8, 36, 1, 39
2017/11/9, 358, , 9, 32, 8, 55
2017/11/10, 426, , 9, 31, 4, 36
2017/11/11, 284, , 10, 35, 1, 46
2017/11/12, 343, , 8, 45, 2, 63
2017/11/13, 388, , 8, 43, 3, 48
2017/11/14, 333, , 11, 34, 2, 37
2017/11/15, 279, , 8, 33, 4, 26
2017/11/16, 250, , 10, 27, 1, 24
2017/11/17, 290, , 8, 27, 1, 27
2017/11/18, 249, , , , , 
2017/11/20, 405, , 9, 32, 1, 26
2017/11/21, 317, , 5, 27, 2, 27
2017/11/22, 317, , 4, 24, 1, 20
2017/11/23, 258, , 4, 38, 1, 34
2017/11/24, 292, , 10, 54, 3, 58
2017/11/25, 316, , 11, 59, 4, 52
2017/11/26, 363, , 8, 55, 2, 43
2017/11/27, 288, , 27, 69, 7, 50
2017/11/28, 370, , 8, 61, 3, 37
2017/11/29, 309, , 7, 76, 13, 57
2017/11/30, 322, , 8, 68, 3, 54
2017/12/1, 331, , 10, 45, 4, 41
2017/12/2, 284, , 7, 53, 2, 47
2017/12/3, 308, , 5, 53, 2, 47
2017/12/4, 333, , 7, 43, 4, 26
2017/12/5, 276, , 17, 49, 4, 33
2017/12/6, 291, , 8, 33, 3, 25
2017/12/7, 175, , 20, 31, 19, 17
2017/12/8, 190, , , , , 
2017/12/14, 189, , 7, 37, 3, 31
2017/12/15, 206, , 13, 36, 3, 26
2017/12/16, 196, , 14, 35, 3, 23
2017/12/17, 185, , 23, 43, 7, 34
2017/12/18, 230, , 11, 45, 17, 50
2017/12/19, 381, , 27, 48, 5, 67
2017/12/20, 428, , 14, 51, 7, 57
2017/12/21, 343, , 7, 40, 3, 37
2017/12/22, 293, , 10, 38, 4, 27
2017/12/23, 185, , 13, 44, 4, 34
2017/12/24, 216, , 11, 42, 2, 34
2017/12/25, 255, , 12, 46, 3, 39
2017/12/26, 304, , 16, 58, 12, 58
2017/12/27, 360, , 10, 62, 9, 70
2017/12/28, 449, , 7, 58, 4, 61
2017/12/29, 442, , 10, 34, 14, 52
2017/12/30, 269, , 2, 50, 4, 44
2017/12/31, 329, , 8, 27, 2, 22
2017/7/1, 91, , 6, 18, 2, 14
2017/7/2, 84, , 5, 20, 2, 21
2017/7/3, 90, , 5, 20, 1, 18
2017/7/4, 104, , 6, 13, , 12
2017/7/5, 74, , 3, 24, 8, 33
2017/7/6, 118, , 4, 20, 7, 39
2017/7/7, 127, , 4, 19, 7, 34
2017/7/8, 107, , 1, 17, 1, 17
2017/7/9, 114, , 2, 21, 1, 21
2017/7/10, 88, , 2, 13, 4, 13
2017/7/11, 78, , 3, 13, 1, 12
2017/7/12, 80, , 5, 14, , 10
2017/7/13, 96, , 6, 17, 3, 13
2017/7/14, 116, , 4, 20, 1, 18
2017/7/15, 129, , 6, 19, , 15
2017/7/16, 118, , 6, 20, 1, 16
2017/7/17, 115, , 18, 18, 1, 14
2017/7/18, 98, , 3, 12, , 10
2017/7/19, 124, , 2, 11, 1, 16
2017/7/20, 110, , 4, 13, 1, 12
2017/7/21, 155, , 4, 16, 1, 16
2017/7/22, 176, , 4, 14, 1, 16
2017/7/23, 161, , 6, 16, 7, 31
2017/7/24, 94, , 6, 17, 7, 35
2017/7/25, 100, , 5, 12, 7, 31
2017/7/26, 128, , 4, 12, , 11
2017/7/27, 161, , 5, 14, 1, 13
2017/7/28, 172, , 12, 17, 4, 18
2017/7/29, 142, , 5, 19, 1, 19
2017/7/30, 186, , 4, 21, 1, 23
2017/7/31, 133, , 3, 18, 1, 22
2017/8/1, 119, , 3, 18, 1, 21
2017/8/2, 117, , 25, 15, 1, 19
2017/8/3, 119, , 2, 32, 2, 55
2017/8/4, 131, , 5, 23, 2, 28
2017/8/5, 184, , 4, 16, 1, 19
2017/8/6, 98, , 4, 15, 1, 16
2017/8/7, 82, , 6, 16, , 18
2017/8/8, 111, , 25, 18, 1, 24
2017/8/9, 102, , 2, 16, 5, 24
2017/8/10, 123, , 3, 18, 1, 23
2017/8/11, 116, , 2, 18, 3, 22
2017/8/12, 106, , 3, 17, 1, 17
2017/8/13, 86, , 3, 20, 1, 22
2017/8/14, 104, , 5, 21, 1, 19
2017/8/15, 117, , 5, 22, 1, 23
2017/8/16, 137, , 8, 22, 1, 19
2017/8/17, 136, , 6, 19, 3, 18
2017/8/18, 143, , 5, 14, 7, 27
2017/8/19, 117, , 5, 13, , 11
2017/8/20, 95, , 7, 14, 9, 27
2017/8/21, 104, , 7, 19, 5, 23
2017/8/22, 133, , 6, 17, 7, 36
2017/8/23, 126, , 3, 15, 1, 18
2017/8/24, 130, , 5, 15, 1, 16
2017/8/25, 115, , 4, 13, , 16
2017/8/26, 103, , 3, 12, 1, 13
2017/8/27, 103, , 3, 11, , 11
2017/8/28, 92, , 4, 11, 1, 14
2017/8/29, 114, , 7, 15, 5, 24
2017/8/30, 109, , 6, 16, 7, 34
2017/8/31, 87, , 31, 18, 1, 19
2017/9/1, 95, , 4, 16, 1, 15
2017/9/2, 157, , 4, 19, 1, 19
2017/9/3, 203, , 6, 20, 8, 35
2017/9/4, 208, , 6, 23, 2, 21
2017/9/5, 206, , 3, 19, 1, 17
2017/9/6, 182, , , , , 
2017/9/11, 192, , 11, 25, 9, 34
2017/9/12, 189, , 23, 24, 3, 17
2017/9/13, 181, , 9, 20, 1, 15
2017/9/14, 179, , 10, 21, 1, 14
2017/9/15, 167, , 32, 21, 1, 16
2017/9/16, 213, , 10, 18, 1, 15
2017/9/17, 177, , 8, 20, 1, 21
2017/9/18, 264, , 4, 16, 1, 16
2017/9/19, 161, , 10, 15, 7, 33
2017/9/20, 117, , 8, 11, , 13
2017/9/21, 96, , 5, 12, , 13
2017/9/22, 105, , 5, 12, , 13
2017/9/23, 111, , 6, 18, 1, 15
2017/9/24, 118, , 9, 18, 7, 34
2017/9/25, 126, , 9, 21, 1, 23
2017/9/26, 235, , 14, 22, 1, 24
2017/9/27, 178, , 7, 23, 2, 35
2017/9/28, 164, , 12, 27, 2, 28
2017/9/29, 189, , 12, 26, 1, 24
2017/9/30, 174, , 11, 26, 1, 23
2017/4/1, 279, , 4, 46, 4, 18
2017/4/2, 184, , 3, 54, 5, 21
2017/4/3, 213, , 6, 59, 4, 22
2017/4/4, 169, , 5, 36, 1, 11
2017/4/5, 246, , 5, 43, 1, 14
2017/4/6, 279, , 6, 55, 1, 17
2017/4/7, 314, , 5, 37, 1, 11
2017/4/8, 236, , , , , 
2017/4/10, 138, , 5, 48, 1, 16
2017/4/11, 139, , 3, 59, 6, 28
2017/4/12, 157, , 3, 50, 7, 32
2017/4/13, 167, , 9, 55, 2, 20
2017/4/14, 168, , 7, 62, 2, 24
2017/4/15, 172, , 7, 46, 1, 17
2017/4/16, 149, , 5, 48, 1, 16
2017/4/17, 172, , 7, 57, 1, 25
2017/4/18, 173, , 8, 68, 1, 27
2017/4/19, 167, , 10, 56, 2, 22
2017/4/20, 172, , 9, 45, 1, 13
2017/4/21, 149, , 6, 50, 1, 28
2017/4/22, 176, , 11, 39, 1, 19
2017/4/23, 171, , 5, 53, 1, 19
2017/4/24, 151, , 4, 53, 1, 16
2017/4/25, 132, , 3, 85, 1, 19
2017/4/26, 135, , 2, 88, 4, 24
2017/4/27, 153, , 4, 105, 4, 24
2017/4/28, 171, , 8, 114, 3, 25
2017/4/29, 201, , 6, 94, 1, 20
2017/4/30, 159, , 5, 79, 1, 20
2017/5/1, 162, , 4, 87, 17, 52
2017/5/2, 190, , 5, 76, 10, 42
2017/5/3, 205, , 3, 82, 4, 19
2017/5/4, 167, , 7, 86, 8, 33
2017/5/5, 221, , 7, 90, 8, 34
2017/5/6, 317, , 14, 73, 2, 32
2017/5/7, 197, , 9, 65, 4, 18
2017/5/8, 265, , 11, 48, 5, 13
2017/5/9, 221, , 10, 49, 3, 14
2017/5/10, 203, , 9, 54, 3, 25
2017/5/11, 169, , 15, 55, 4, 19
2017/5/12, 264, , 16, 57, 4, 22
2017/5/13, 241, , 13, 71, 3, 39
2017/5/14, 172, , 15, 65, 2, 35
2017/5/15, 216, , 12, 57, 6, 30
2017/5/16, 152, , 16, 44, 1, 14
2017/5/17, 148, , 12, 35, 1, 16
2017/5/18, 214, , 9, 45, 2, 19
2017/5/19, 244, , 12, 58, 2, 21
2017/5/20, 332, , 18, 48, 2, 22
2017/5/21, 321, , 12, 48, 2, 23
2017/5/22, 313, , 16, 43, 4, 22
2017/5/23, 321, , 11, 57, 3, 27
2017/5/24, 329, , 10, 62, 6, 29
2017/5/25, 205, , 17, 55, 2, 24
2017/5/26, 224, , 24, 33, 6, 17
2017/5/27, 212, , 21, 31, 1, 13
2017/5/28, 348, , 11, 34, 3, 18
2017/5/29, 215, , 17, 34, 3, 14
2017/5/30, 186, , 17, 32, 3, 14
2017/5/31, 176, , 11, 36, 4, 15
2017/6/1, 156, , 11, 34, 3, 21
2017/6/2, 140, , 8, 49, 8, 25
2017/6/3, 155, , 19, 51, 3, 26
2017/6/4, 165, , 6, 47, 3, 26
2017/6/5, 169, , 14, 34, 1, 14
2017/6/6, 145, , 12, 32, 1, 16
2017/6/7, 133, , 7, 33, 1, 19
2017/6/8, 175, , 10, 33, 4, 19
2017/6/9, 145, , 15, 35, 1, 25
2017/6/10, 181, , 19, 33, 1, 21
2017/6/11, 179, , 15, 35, 1, 24
2017/6/12, 170, , 9, 41, 3, 28
2017/6/13, 191, , 7, 45, 2, 27
2017/6/14, 217, , 11, 31, 3, 18
2017/6/15, 276, , 18, 21, 1, 12
2017/6/16, 153, , 9, 36, 1, 23
2017/6/17, 153, , 13, 28, 1, 17
2017/6/18, 130, , 7, 35, 3, 21
2017/6/19, 221, , 10, 32, 3, 20
2017/6/20, 207, , 9, 28, 8, 34
2017/6/21, 132, , 13, 34, 2, 14
2017/6/22, 134, , 9, 41, 7, 22
2017/6/23, 172, , 11, 42, 4, 36
2017/6/24, 302, , 25, 27, 1, 16
2017/6/25, 160, , 22, 23, 7, 29
2017/6/26, 120, , 16, 21, 1, 12
2017/6/27, 171, , 11, 20, 1, 12
2017/6/28, 103, , 10, 23, 1, 16
2017/6/29, 95, , 5, 29, 1, 19
2017/6/30, 128, , 2, 24, 4, 19
2017/1/2, 243, , 5, 25, 1, 19
2017/1/3, 393, , 4, 20, 1, 24
2017/1/4, 395, , 7, 28, 2, 53
2017/1/5, 450, , 6, 23, 1, 25
2017/1/6, 487, , 5, 21, , 14
2017/1/7, 412, , 4, 19, 1, 17
2017/1/8, 412, , 5, 22, 1, 21
2017/1/9, 411, , 5, 22, 1, 11
2017/1/10, 386, , 5, 27, 1, 15
2017/1/11, 329, , 5, 35, 2, 19
2017/1/12, 271, , 4, 38, 3, 27
2017/1/13, 335, , 5, 42, 4, 35
2017/1/14, 378, , 5, 38, 3, 46
2017/1/15, 403, , 6, 40, 3, 65
2017/1/16, 478, , 5, 30, 1, 25
2017/1/17, 327, , 4, 29, 1, 17
2017/1/18, 258, , 3, 29, 1, 13
2017/1/19, 335, , 4, 30, 1, 15
2017/1/20, 225, , 4, 31, 1, 18
2017/1/21, 264, , 3, 35, 2, 26
2017/1/22, 277, , 4, 32, 1, 21
2017/1/23, 311, , 4, 33, 2, 30
2017/1/24, 272, , 6, 39, 3, 48
2017/1/25, 518, , 5, 33, 1, 18
2017/1/26, 688, , 5, 25, , 9
2017/1/27, 282, , 6, 25, 1, 13
2017/1/28, 174, , 3, 26, 1, 16
2017/1/29, 215, , 5, 29, 1, 29
2017/1/30, 305, , 6, 25, 2, 28
2017/1/31, 332, , 6, 29, 2, 29
2017/2/1, 340, , 5, 34, 1, 27
2017/2/2, 321, , 6, 38, 2, 28
2017/2/3, 305, , 6, 42, 3, 41
2017/2/4, 332, , 6, 33, 1, 16
2017/2/5, 310, , 6, 27, 1, 13
2017/2/6, 276, , 8, 21, , 10
2017/2/7, 179, , 9, 32, 1, 20
2017/2/8, 504, , 15, 31, 1, 20
2017/2/9, 251, , 21, 35, 1, 15
2017/2/10, 212, , 6, 38, 4, 26
2017/2/11, 238, , 7, 42, 1, 22
2017/2/12, 385, , 7, 41, 1, 19
2017/2/13, 196, , 5, 44, 1, 20
2017/2/14, 313, , 4, 54, 6, 30
2017/2/15, 385, , 4, 46, 4, 28
2017/2/16, 351, , 2, 25, 2, 14
2017/2/17, 292, , , , , 
2017/2/26, 258, , 3, 48, 4, 19
2017/2/27, 253, , 4, 56, 4, 29
2017/2/28, 206, , 6, 54, 4, 28
2017/3/1, 248, , 5, 38, 2, 15
2017/3/2, 168, , 4, 28, 1, 10
2017/3/3, 168, , 3, 31, 1, 11
2017/3/4, 208, , 5, 30, 1, 13
2017/3/5, 238, , 4, 35, 3, 13
2017/3/6, 251, , 4, 47, 9, 21
2017/3/7, 300, , 7, 39, 2, 16
2017/3/8, 273, , 5, 39, 1, 15
2017/3/9, 323, , 5, 29, 1, 9
2017/3/10, 207, , 4, 31, 1, 8
2017/3/11, 152, , 5, 34, 1, 8
2017/3/12, 193, , 5, 27, 1, 10
2017/3/13, 218, , 6, 26, 1, 10
2017/3/14, 190, , 5, 36, 2, 11
2017/3/15, 242, , 6, 53, 4, 18
2017/3/16, 180, , 7, 41, 2, 15
2017/3/17, 208, , 6, 36, 1, 15
2017/3/18, 178, , 5, 44, 1, 14
2017/3/19, 374, , 4, 42, 2, 15
2017/3/20, 202, , 4, 50, 5, 21
2017/3/21, 240, , 6, 55, 6, 24
2017/3/22, 261, , 6, 60, 3, 34
2017/3/23, 336, , 4, 53, 2, 28
2017/3/24, 238, , 3, 35, 1, 13
2017/3/25, 175, , 4, 41, 1, 14
2017/3/26, 145, , 4, 58, 1, 15
2017/3/27, 161, , 6, 74, 3, 27
2017/3/28, 285, , 4, 50, 2, 17
2017/3/29, 190, , 3, 51, 2, 15
2017/3/30, 185, , 3, 49, 3, 19
2017/3/31, 210, , 5, 53, 2, 27
2016/10/1, 150, , 5, 17, 1, 11
2016/10/2, 150, , 8, 18, 9, 29
2016/10/3, 150, , 12, 23, 10, 28
2016/10/4, 158, , 13, 19, 7, 27
2016/10/5, 191, , 9, 16, 1, 12
2016/10/6, 75, , 9, 19, 4, 17
2016/10/10, 178, , 32, 20, 4, 23
2016/10/11, 170, , 12, 24, 4, 28
2016/10/12, 176, , 9, 24, 10, 33
2016/10/13, 169, , 28, 28, 6, 28
2016/10/14, 177, , 11, 32, 6, 36
2016/10/15, 222, , 9, 31, 3, 40
2016/10/16, 259, , 26, 29, 6, 27
2016/10/17, 196, , 28, 27, 4, 20
2016/10/18, 195, , 27, 25, 1, 22
2016/10/19, 209, , 27, 28, 4, 27
2016/10/20, 241, , 26, 27, 5, 26
2016/10/21, 262, , 26, 23, 4, 20
2016/10/22, 164, , 11, 26, 4, 24
2016/10/23, 219, , 10, 27, 5, 28
2016/10/24, 268, , 25, 23, 6, 26
2016/10/25, 297, , 35, 22, 2, 25
2016/10/26, 321, , 28, 26, 2, 31
2016/10/27, 387, , 27, 28, 6, 44
2016/10/28, 388, , 29, 42, 9, 56
2016/10/29, 437, , 26, 33, 4, 36
2016/10/30, 448, , 26, 24, 10, 24
2016/10/31, 428, , 10, 24, 3, 26
2016/11/1, 296, , 11, 20, 4, 21
2016/11/2, 217, , 28, 26, 4, 26
2016/11/3, 190, , 24, 25, 4, 24
2016/11/4, 202, , 8, 22, 8, 36
2016/11/5, 206, , 31, 25, 2, 34
2016/11/6, 405, , 10, 27, 9, 42
2016/11/7, 336, , 28, 27, 8, 39
2016/11/8, 352, , 28, 29, 4, 29
2016/11/9, 302, , 13, 29, 8, 49
2016/11/10, 440, , 9, 30, 7, 62
2016/11/11, 408, , 13, 31, 9, 61
2016/11/12, 364, , 5, 24, 3, 43
2016/11/13, 324, , 8, 22, 6, 38
2016/11/14, 263, , 26, 26, 9, 50
2016/11/15, 258, , 8, 28, 4, 24
2016/11/16, 226, , 5, 23, 8, 32
2016/11/17, 298, , 9, 20, 4, 23
2016/11/18, 286, , 10, 31, 5, 35
2016/11/19, 334, , 4, 35, 3, 46
2016/11/20, 361, , 4, 24, 2, 41
2016/11/21, 254, , 7, 25, 5, 25
2016/11/22, 337, , 27, 30, 4, 21
2016/11/23, 361, , 9, 32, 4, 22
2016/11/24, 408, , 13, 26, 5, 13
2016/11/25, 407, , 9, 32, 1, 17
2016/11/26, 358, , 8, 28, 1, 19
2016/11/27, 257, , 8, 28, 3, 17
2016/11/28, 188, , 10, 36, 1, 24
2016/11/29, 274, , 25, 32, 1, 28
2016/11/30, 335, , 23, 27, 3, 28
2016/12/1, 377, , 4, 25, 3, 27
2016/12/2, 306, , 22, 25, 2, 26
2016/12/3, 306, , 24, 27, 3, 21
2016/12/4, 398, , 25, 30, 4, 38
2016/12/5, 418, , 23, 21, 3, 21
2016/12/6, 405, , 24, 24, 3, 19
2016/12/7, 411, , 22, 23, 5, 19
2016/12/8, 411, , 23, 23, 3, 18
2016/12/9, 308, , 23, 26, 3, 25
2016/12/10, 274, , 25, 29, 2, 46
2016/12/11, 306, , 31, 28, 2, 41
2016/12/12, 352, , 25, 31, 4, 42
2016/12/13, 297, , 26, 35, 4, 40
2016/12/14, 315, , 27, 30, 6, 34
2016/12/15, 235, , 6, 32, 1, 22
2016/12/16, 284, , 5, 35, 1, 23
2016/12/17, 294, , 7, 35, 1, 24
2016/12/18, 318, , 8, 32, 1, 18
2016/12/19, 273, , 8, 27, 1, 18
2016/12/20, 217, , 8, 25, 1, 13
2016/12/21, 186, , 7, 37, 1, 21
2016/12/22, 267, , 5, 38, 1, 40
2016/12/23, 373, , 5, 39, 3, 70
2016/12/24, 490, , 6, 34, 2, 37
2016/12/25, 359, , 7, 25, 1, 18
